Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q1,0.0388094,1116.956
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q1,0.0458866,1918.159
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q1,0.0558349,2732.062
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q1,0.0676450,2294.549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q1,0.0654648,3050.138
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q1,0.0180363,893.392
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q1,0.0035854,160.601
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q1,0.0336577,1218.775
Industry groups,Education and training,SG01RSC04B01PP1,2002Q1,0.0404569,2051.124
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q1,0.0479433,2143.589
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q1,0.0157406,677.626
Industry groups,Other services,SG01RSC04B01RS2,2002Q1,0.0195641,829.957
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.0679010,2766.797
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q2,0.0425388,1993.969
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q2,0.0073322,271.469
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q2,0.0086593,382.289
Industry groups,Mining,SG01RSC04B01BB1,2002Q2,0.0109249,696.502
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q2,0.0504515,1409.771
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q2,0.0067754,227.623
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q2,0.0164196,523.873
Industry groups,Printing,SG01RSC04B01CC4,2002Q2,0.0053647,209.158
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q2,0.0285070,1030.194
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q2,0.0053591,204.602
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q2,0.0170164,791.284
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q2,0.0210178,945.487
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q2,0.0046066,199.018
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q2,0.0273595,1280.266
Industry groups,Construction,SG01RSC04B01EE1,2002Q2,0.0447755,1925.697
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q2,0.0536983,2539.579
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q2,0.0504963,1680.659
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q2,0.0183230,822.261
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q2,0.0453389,1750.168
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q2,0.0403776,1131.929
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q2,0.0475668,1943.634
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q2,0.0581148,2831.811
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q2,0.0682091,2314.400
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q2,0.0672833,3091.880
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q2,0.0188851,898.361
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q2,0.0036579,161.310
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q2,0.0336159,1256.360
Industry groups,Education and training,SG01RSC04B01PP1,2002Q2,0.0410768,2079.937
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q2,0.0487203,2145.833
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q2,0.0164793,676.115
Industry groups,Other services,SG01RSC04B01RS2,2002Q2,0.0202245,842.336
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2804.138
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q3,0.0425388,1946.026
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q3,0.0073322,278.273
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q3,0.0086593,381.216
Industry groups,Mining,SG01RSC04B01BB1,2002Q3,0.0109249,644.872
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q3,0.0504515,1656.077
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q3,0.0067754,235.464
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q3,0.0164196,516.630
Industry groups,Printing,SG01RSC04B01CC4,2002Q3,0.0053647,205.884
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q3,0.0285070,966.558
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q3,0.0053591,209.455
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q3,0.0170164,790.048
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q3,0.0210178,942.582
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q3,0.0046066,210.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q3,0.0273595,1325.329
Industry groups,Construction,SG01RSC04B01EE1,2002Q3,0.0447755,2054.801
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q3,0.0536983,2292.125
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q3,0.0504963,1689.751
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q3,0.0183230,836.029
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q3,0.0453389,1786.840
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q3,0.0403776,1146.050
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q3,0.0475668,1968.065
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q3,0.0581148,2845.244
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q3,0.0682091,2340.122
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q3,0.0672833,3072.530
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q3,0.0188851,901.265
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q3,0.0036579,164.162
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q3,0.0336159,1275.096
Industry groups,Education and training,SG01RSC04B01PP1,2002Q3,0.0410768,2114.449
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q3,0.0487203,2162.832
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q3,0.0164793,688.835
Industry groups,Other services,SG01RSC04B01RS2,2002Q3,0.0202245,850.073
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2904.475
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q4,0.0425388,1994.583
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q4,0.0073322,283.486
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q4,0.0086593,381.246
Industry groups,Mining,SG01RSC04B01BB1,2002Q4,0.0109249,652.919
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q4,0.0504515,1660.162
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q4,0.0067754,231.330
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q4,0.0164196,495.139
Industry groups,Printing,SG01RSC04B01CC4,2002Q4,0.0053647,211.447
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q4,0.0285070,951.308
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q4,0.0053591,213.147
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q4,0.0170164,812.081
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q4,0.0210178,930.382
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q4,0.0046066,197.551
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q4,0.0273595,1352.810
Industry groups,Construction,SG01RSC04B01EE1,2002Q4,0.0447755,2096.074
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q4,0.0536983,2155.492
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q4,0.0504963,1695.470
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q4,0.0183230,842.323
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q4,0.0453389,1814.851
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q4,0.0403776,1157.060
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q4,0.0475668,2005.295
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q4,0.0581148,2868.283
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q4,0.0682091,2366.139
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q4,0.0672833,3102.227
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q4,0.0188851,925.724
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q4,0.0036579,163.949
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q4,0.0336159,1261.758
Industry groups,Education and training,SG01RSC04B01PP1,2002Q4,0.0410768,2154.658
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q4,0.0487203,2175.206
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q4,0.0164793,695.189
Industry groups,Other services,SG01RSC04B01RS2,2002Q4,0.0202245,854.598
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q4,0.0708237,2950.195
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q1,0.0425388,2041.870
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q1,0.0073322,271.164
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q1,0.0086593,370.976
Industry groups,Mining,SG01RSC04B01BB1,2003Q1,0.0109249,634.102
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q1,0.0504515,1721.435
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q1,0.0067754,231.341
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q1,0.0164196,494.595
Industry groups,Printing,SG01RSC04B01CC4,2003Q1,0.0053647,208.800
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q1,0.0285070,909.067
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q1,0.0053591,225.815
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q1,0.0170164,850.782
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q1,0.0210178,946.357
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q1,0.0046066,198.581
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q1,0.0273595,1316.486
Industry groups,Construction,SG01RSC04B01EE1,2003Q1,0.0447755,2137.204
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q1,0.0536983,2138.004
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q1,0.0504963,1701.280
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q1,0.0183230,846.374
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q1,0.0453389,1809.036
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q1,0.0403776,1187.552
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q1,0.0475668,2046.423
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q1,0.0581148,2907.986
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q1,0.0682091,2389.593
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q1,0.0672833,3168.130
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q1,0.0188851,940.843
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q1,0.0036579,168.168
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q1,0.0336159,1258.730
Industry groups,Education and training,SG01RSC04B01PP1,2003Q1,0.0410768,2200.560
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q1,0.0487203,2204.053
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q1,0.0164793,713.982
Industry groups,Other services,SG01RSC04B01RS2,2003Q1,0.0202245,859.327
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q1,0.0708237,2984.748
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q2,0.0432591,2137.791
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q2,0.0056130,265.489
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q2,0.0084181,384.149
Industry groups,Mining,SG01RSC04B01BB1,2003Q2,0.0091646,577.938
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q2,0.0468385,1702.894
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q2,0.0061270,224.739
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q2,0.0145862,483.023
Industry groups,Printing,SG01RSC04B01CC4,2003Q2,0.0052563,206.963
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q2,0.0257293,897.455
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q2,0.0054231,220.156
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q2,0.0176445,862.454
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q2,0.0210688,956.097
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q2,0.0045044,199.315
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q2,0.0291378,1289.357
Industry groups,Construction,SG01RSC04B01EE1,2003Q2,0.0471000,2119.603
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q2,0.0548928,2177.907
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q2,0.0498383,1730.685
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q2,0.0195983,850.697
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q2,0.0455759,1803.766
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q2,0.0397875,1171.790
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q2,0.0504427,2090.494
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q2,0.0597955,2957.208
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q2,0.0680934,2414.078
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q2,0.0669308,3146.872
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q2,0.0189152,929.252
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q2,0.0035939,172.701
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q2,0.0331538,1267.710
Industry groups,Education and training,SG01RSC04B01PP1,2003Q2,0.0418274,2240.719
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q2,0.0497887,2257.835
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q2,0.0167084,714.958
Industry groups,Other services,SG01RSC04B01RS2,2003Q2,0.0201106,871.292
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q2,0.0710760,3052.266
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q3,0.0432591,2307.543
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q3,0.0056130,248.642
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q3,0.0084181,408.552
Industry groups,Mining,SG01RSC04B01BB1,2003Q3,0.0091646,601.149
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q3,0.0468385,1729.495
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q3,0.0061270,218.223
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q3,0.0145862,493.283
Industry groups,Printing,SG01RSC04B01CC4,2003Q3,0.0052563,219.873
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q3,0.0257293,919.743
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q3,0.0054231,228.195
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q3,0.0176445,863.627
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q3,0.0210688,943.835
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q3,0.0045044,211.174
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q3,0.0291378,1356.327
Industry groups,Construction,SG01RSC04B01EE1,2003Q3,0.0471000,2245.937
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q3,0.0548928,2266.720
